id	filename	md5	size	state
7846cf1d-aab1-4e14-9f18-f5f7ca4a52bc	TCGA-E2-A14O-01A-03-TSC.710a66c3-f0a8-4c93-85e9-6fd9906ae5f9.svs	eea2c40199b7f711ebe4657c7b8fc585	215065855	released
7e1604ee-3f80-4bf6-9430-ba84b45ccc8b	TCGA-BH-A1FR-11A-01-TS1.5106fb67-f1cf-4bd6-8946-b76fd3963abe.svs	df87662ac01b5ca2174d4cc04f7b01b1	57749939	released
f8f16824-4f10-4b71-a8fc-0a2c3176c16a	TCGA-BH-A0DS-01A-01-TSA.2395f79e-a59e-4a9a-9814-4ed846745510.svs	3293adbd31c707500e04b15694c81223	153415809	released
1ab3bc78-a8fd-466e-82ee-7b985b4a8f34	TCGA-S3-AA15-01Z-00-DX2.915A4F90-25CB-4535-99C7-D0D0CFC90412.svs	260e957ed453a960bdac9bf45ec562a8	1526836349	released
d7d9160c-e082-4b1a-a02b-0d607b12d921	TCGA-A8-A08R-01A-01-MS1.cb32d356-ca60-4eab-b186-b63ed3b941d1.svs	fe7a65765ac51fe76bcc41ee3f63b457	439237769	released
2f7f3248-44d7-49da-b63a-8824f4bf6e81	TCGA-C8-A12Z-01A-01-TSA.d85a700f-8886-4b59-8ceb-d1d8e15fdd19.svs	b996def520ee1dbb447fc1439f021884	214185277	released
fbedd1f7-673e-4fe7-99c1-c76affdf34ce	TCGA-A8-A09G-01Z-00-DX1.B834728C-DAC5-4463-961D-7E3B220905C1.svs	5f888b344a938fae2de692b80be9426f	910425820	released
edd726e4-73fd-4ec2-b837-a209dd37d12b	TCGA-A8-A09M-01A-01-BSA.09767559-4f73-4048-9655-76c73dcd8322.svs	1fd88a0080218140bbbe4e5a2c5a49fe	523044307	released
8e8689ed-4e6e-4b6d-929c-4fbb8a122215	TCGA-E9-A228-01A-03-TSC.30af8551-b712-4cf0-aa26-f9913d60f879.svs	48250fbe27d7b6f199c30aa77e905387	215601475	released
7948d948-e56b-4f79-a718-abbf8e6a3fd1	TCGA-A2-A0SW-01Z-00-DX1.E1EA0407-B831-4D75-826E-80B82B821797.svs	30037b0f1b9e88b8874711731df97605	1180528309	released
dc9dfda7-a5b9-4afd-8085-133a6f991c2a	TCGA-A8-A094-01A-01-BS1.f21f55c9-cd4c-4677-ba95-bfe2e6a5ee0d.svs	2085c0444a02ec0130328b6ebdab84c0	206368401	released
266c3852-f5d0-4815-94d9-dac5b0ff8276	TCGA-AR-A1AY-01Z-00-DX1.6AC0BE3B-FFC5-4EDA-9E40-B18CAAC52B81.svs	1980b183d5bb948c2fc263af62a4b1b4	918454431	released
bbc98c4c-372a-4642-a305-84b1c6238e6d	TCGA-A8-A08A-01A-01-BS1.db510b27-0937-42da-b559-6d65271401f1.svs	6cf98129f49ba0f954414ebb59ba6931	351501953	released
65613803-689a-4904-8f4f-d2c387874a1c	TCGA-E2-A150-01A-01-TSA.c32feae0-434d-4e04-9cfa-5b0d89547711.svs	cb174fa9aa2c84f85bf4c95717208f7e	124509299	released
64cf590d-97ba-46a6-a9b0-b79a415de9d3	TCGA-EW-A2FS-01Z-00-DX1.A01C9183-2AC8-456A-B5A6-85C5BB0361D8.svs	94a70f2fe16c3cbb3293bf61a6746cbf	1393229649	released
62b74f9d-9679-48bb-83be-2244db5c53f2	TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95.svs	eca098d13c6bd42b6e1ff7e1e16a3ce4	980296003	released
afac11db-73a0-4651-922c-60426719320e	TCGA-GM-A3XL-01Z-00-DX1.CCE8AA1D-9194-4E49-9546-DBF25A35847C.svs	050b3126c02b4beb7c3cf2185e907231	791266251	released
e7ce72fc-84e6-49bd-b261-1f57bd0c49a7	TCGA-A8-A09V-01A-01-TS1.14e629f6-1c04-41cc-9143-ac7a14f40f87.svs	5ab62cfe873a7ebdf57a1e36c7c8cacc	198863233	released
4f8c0f93-5eac-40bc-bbc2-78cba1cf3e7e	TCGA-BH-A0HK-01Z-00-DX1.019036F5-647A-4EC4-8479-F2C100291AEF.svs	6881fa0361d97058878ae90d14b1cf52	2057884625	released
c9d55e06-4fbc-4228-aeee-f8eb2e4b8e24	TCGA-A8-A09E-01Z-00-DX1.239A8E03-49EA-4C29-AF86-FC1BD8A9DB20.svs	ea2432d1d05e298de1dd117cde861d43	297944310	released
6aeb73cb-ec9c-4f8f-a8ab-98b3af932a7e	TCGA-A8-A07F-01A-01-TS1.b4547802-0778-49f5-8465-4e3de9ffbf41.svs	6bca60f6f4f15b1d31d2d9d1f6ec3d5f	118399459	released
a16877d0-7089-4e48-82a6-2d19de6304b9	TCGA-D8-A27K-01A-01-TS1.b8d6df65-efe5-4317-b903-b93ec05aaa5f.svs	aa8b30e9666dccad1635493a0bb165fb	129301133	released
3eb498be-c7ff-4a0a-99af-0f1216bc906f	TCGA-BH-A209-11A-04-TSD.02f3457d-30fd-4210-8a46-e8c4954282e5.svs	a2891d4610560eb32f6e855292bee7d7	50642165	released
7ce663cf-1b09-41a6-bcd8-8f7737e1fc9e	TCGA-AO-A1KS-01Z-00-DX1.349F9BCA-C9F0-43B4-BA6A-D20039E1C720.svs	ae532abede543b8888dcc5815f1ce9a3	327022974	released
66fd32f2-3f81-4914-9394-4795414893bd	TCGA-A1-A0SK-01Z-00-DX1.A44D70FA-4D96-43F4-9DD7-A61535786297.svs	056d7cc729d1816fcc1e5d9706d44020	1439689888	released
d42eb4ce-d300-46be-8b46-059a98c2ddb8	TCGA-C8-A131-01Z-00-DX1.5CB27A29-9951-40B9-B4DB-26A4D2EA89B8.svs	336ef0db4e60e4dfd4135c9420186e5e	870167195	released
9244c7ee-c59c-4d53-a94f-0cec8081da97	TCGA-BH-A0B4-01A-01-TSA.7471aa51-0284-421f-9c48-43ae81144c22.svs	de519a15cb3635a522452e2a2a959163	481777437	released
d1a4ea57-6b15-46ba-a771-939cec136296	TCGA-EW-A6S9-01A-02-TS2.C421885C-98C3-45B9-B01B-49779B87922C.svs	d58e60bb00e4ed4ac36e82be5ee04ed5	389645003	released
49580a56-de73-41dc-9b4a-51a672062f4e	TCGA-E2-A15S-01Z-00-DX1.77CFA95F-F1AE-41BD-BAF8-BCA6F0DFA3A3.svs	21c88ff69a136a4f63d0a243000d9ea8	1216899155	released
ee13d02e-89ce-4506-bfbc-12bc28afec47	TCGA-E9-A54Y-01A-01-TSA.7EF6FC52-B788-4ACD-B92A-A59BE4F11BDD.svs	ee025cdaab71c763968ade792b955c8b	269345785	released
50e4b896-51c7-4e47-b66f-023d2693702e	TCGA-A8-A07J-01A-01-BS1.c9f54364-bf94-4431-9d02-8c2ec1732d02.svs	fff09988d635bc1e64e41d484c2454df	519884723	released
398ebddd-03f7-4ea8-8bc2-00b1252bb6e0	TCGA-D8-A140-01Z-00-DX1.5B9382C0-332C-4FBF-82CD-B9453D02B815.svs	57ac3fc053b388d5834f58b2624bbf5a	565427293	released
22ea56ff-fdcf-45e4-8f5a-e5e11fa03cc9	TCGA-C8-A27A-01A-01-TSA.42984a4b-670c-4649-9c2d-f830da9f838f.svs	a06773848f4780518728a118cc6bc7d0	301770713	released
54f2de56-4133-42c0-bf0f-d6cdb6c50243	TCGA-BH-A0W3-01A-01-BS1.9f99ad93-48ed-4780-ac06-f70d8aefb2f5.svs	e0a5ed19882c10cf8dffdb4e80692a63	299810843	released
26df0760-35d8-4432-84d1-3beb68fa829d	TCGA-A2-A0CR-01Z-00-DX1.F7D36CA5-A4C6-443A-AEED-5B23CD924FA3.svs	3a874737b7622521a602b5daa34a3b06	1549149267	released
4c67c9d0-9274-4a4e-9966-baec9841c77f	TCGA-AR-A24M-01Z-00-DX1.D81F1BDF-00DD-42A3-AFFE-55655A877213.svs	2ee6540967e55db2239ccf8c99315a12	1529115007	released
038cd9de-f320-42d2-ae41-0644d78b6bd7	TCGA-BH-A1FE-06A-01-TSA.5B9D58FA-F6DF-44B9-8AD1-078FDA8341D2.svs	a3182bc0f0eb068c99daaf4c14868f7e	94732615	released
70ff19c8-4c49-410f-a109-17a3e844af09	TCGA-AN-A0AK-01Z-00-DX1.4B410152-8588-4000-870A-B31B21161015.svs	4c94fadffb4ea63f62085b3b50480dc4	1439245641	released
2fc8b8d8-f721-495a-9d6e-574aab448b2a	TCGA-E9-A1NF-01A-01-TSA.c5078c11-f3d8-47d5-b02a-466663322fd2.svs	a7904f0270c5071f937f7e91be1480c8	335548571	released
0b486d90-70da-4898-97b7-85bc6db0f88d	TCGA-A2-A0CQ-01A-02-TSB.9510458b-dc35-43ef-a4ff-684a23bf6b87.svs	fd96973fb428cd040fa90f977952e92f	269149563	released
20d69f17-d957-4dc2-ae29-3f28a9518868	TCGA-B6-A0IE-01Z-00-DX1.E6C4E5C0-338C-481D-B691-0385E8D090B1.svs	63f06e4c39dbf17671d7e036c8c0f33c	1487599029	released
b28b6590-f8f2-43fa-90f2-cf4b558797d9	TCGA-E2-A574-01Z-00-DX1.60341091-B118-4F20-9ADB-FB2886790B0E.svs	4fc9fca3cc3eff10cf7a33ffb9727fb4	955602097	released
d21dd1dc-d492-40ce-a726-ee6477507e02	TCGA-AC-A6IV-01Z-00-DX1.DA4F4B9F-9070-4B3A-996F-311E0A989FFB.svs	495cdf980fccfb4e46de222a634e4299	76569398	released
2e645088-8d11-479e-9f98-d48f67e97b2b	TCGA-AC-A2BK-01A-01-TS1.6CEB52F7-A30A-4796-A58E-ACF239845153.svs	b712aed613ba60c74069659a1ee9bd66	221665179	released
531d9a9e-8db6-4f21-966c-3fb2a3e476ea	TCGA-E2-A1B5-01Z-00-DX1.AB19FF3D-5C42-4D49-ABEA-D2315709B6EA.svs	ea3f992a4d7d623bc30566afa0a00af8	1441854345	released
64064879-7412-4b11-9810-33321be77ee5	TCGA-E2-A1B0-01A-01-TSA.728f0954-4ed3-4d7a-932d-fc250ba11b61.svs	6894d6053712cb8a18bd1f63f74b5701	289442837	released
f15fa016-f47e-4fa7-8f00-920b2111b43c	TCGA-A2-A0EX-01Z-00-DX1.F4C293E9-9BB2-48A1-8080-5F3082E219C5.svs	3d4c45184540c96fb5bfa70103e3e877	814804027	released
7ed8f716-fb9f-48e9-afc6-7d67a9a237ca	TCGA-A7-A0CE-11A-02-BS2.2c324d8a-4f5a-4fa1-a779-5ff38fe8a52f.svs	1890424495d0d593f12a2342e965d46d	141669655	released
d5a53214-78c1-4d1b-b890-207faad31982	TCGA-LL-A441-01Z-00-DX1.33B13078-BB14-4C42-88A6-7460AD2BCD00.svs	80f2f50d45439bd4391440aca133516b	1359643667	released
af250a20-f72d-4171-ab99-667c562e2cf5	TCGA-A7-A13G-01A-01-TS1.a3f33960-ef9c-4b46-83d2-b08dc677f2bd.svs	8874006ae283e01acb48dd4966304989	373095829	released
b1a8d6af-daed-4fc0-9b44-a047dc047eeb	TCGA-GI-A2C8-01A-01-TSA.3b6ee8f0-86dc-47bc-b5ab-fa0b1c6e8a59.svs	103c62fa20a828fc82cc5d36493bbd97	165063671	released
53b665a2-5c61-4b80-9778-39d439ab9357	TCGA-AN-A0XW-01A-01-BSA.408b7441-050c-4d72-b24c-457407cd3582.svs	d1b7628a919b81356e685e11f86b5712	236549397	released
343873f9-aa3c-4d86-84a5-c5d4df355bad	TCGA-A2-A0SV-01A-01-TSA.bdab1f53-b83c-494c-9a73-487ee771adf9.svs	a89dbe75189e8dc6b5bc5e1cbb41f5ad	461814485	released
88cadd2f-1c67-4be7-997e-d3a2d1b04480	TCGA-B6-A0IP-01Z-00-DX1.3723A250-AA4B-4AFE-A692-C1311E9BA268.svs	93c38aed8ae8f6df58beb6e6e847238d	1043247831	released
91391c0f-1be9-47c3-9ba3-1e2d7fc39df8	TCGA-BH-A0BM-01A-01-TSA.f2ad9846-fe78-4112-af84-b800a575e977.svs	360be0f564fad61bd4dcf1618d3165ae	282884963	released
395c2da7-1b37-470c-ab09-1af8f550967e	TCGA-A8-A06Y-01A-02-BS2.2c1965cc-99ae-48ee-8abd-5d0ae6727a33.svs	0899375a27b36eb51e835e93988572ea	140878159	released
1511ad44-0af3-4721-9728-4838d83757b0	TCGA-E9-A1N3-01A-01-TSA.16d2d1ec-d6ab-4fec-98ca-42e0ee333be4.svs	0104a94bbcd8b04b5c5cd5cae24f096c	272459221	released
08154d7b-c302-40cd-91b1-705f2b1e6f48	TCGA-E2-A1BC-01A-01-TSA.b06fa884-bde3-4b4f-9832-f162e7a82cfa.svs	0dfd3d78a52a13432d565e8d662d74d4	188315331	released
79dca752-0c8d-40e6-9525-a640548e25a8	TCGA-E2-A10A-01A-02-BSB.79389df7-59f1-427f-80d4-3a959407407e.svs	30d39b3c868182d94d5aac1b174b6e8e	146616199	released
8d64eaaf-515e-437c-818e-b0b7cb37366c	TCGA-GM-A2DM-01Z-00-DX1.652038F4-C370-40EB-A545-51062783C74C.svs	f2453a552ea43b6772e85a04c1fe7eb7	1208477723	released
1384effd-86cf-4413-ac20-da90f3bcc72c	TCGA-D8-A141-01A-01-BS1.c8a355a1-af5d-4dd8-a592-bdf4e5627aeb.svs	73a75a2e724e71a4214d3b35297248d1	313573437	released
1b6757ef-4303-4c0d-b514-d1b2e1175056	TCGA-BH-A18S-01A-01-TSA.b3a7ecb9-c4bb-4f9d-8886-5884b6335567.svs	2b530d306427b0020ac483b1588e74e8	257617267	released
22ce5d8d-e9f5-4fa4-b9e0-1a0ee88a812f	TCGA-EW-A1IW-01A-01-TSA.23f64e8b-95c5-42b3-919e-65d43275d804.svs	ef69b569407725c7e18468f3b157fba8	207461041	released
a2bfc9af-927f-4be6-8f5d-480f347e5737	TCGA-A2-A04P-01A-03-BSC.31dbf72c-2aef-4b1d-a773-3656f550acc3.svs	c698d31c4de926ed6950d44261079c0c	93875676	released
6ea70d27-bf7f-4e97-96a9-9bf1c4f229c1	TCGA-A2-A0T0-01A-02-BSB.dc5e2a55-4bc6-4655-b86e-5aeb369f05c9.svs	ab44f3e63290046cb2e1de51ef194ab8	641078421	released
d0aa8fbf-a7a9-4290-b34a-6a0dd00af47d	TCGA-A2-A0CU-01A-01-TS1.332cdd40-deca-4fad-8cf6-03fb91b121c3.svs	c34ab73bd1aaa8e30443c11fb5baa2e7	667763297	released
c475b6dc-0a1f-4981-afee-65a82500bfeb	TCGA-BH-A0BW-11A-02-TSB.8bd88f0a-1677-43fd-b7df-0f8f2c3be236.svs	9897480fc31cb3284e408ae526cc0e64	36733833	released
5c385e08-0779-45c4-9c29-65a05bda7c5e	TCGA-D8-A1Y3-01A-01-TS1.a7b0b267-a323-4f17-ba7c-34ccfcf936e4.svs	18f6b955ec22a2b31141b026be48baeb	311211537	released
63858a48-c99e-4080-97f0-419f662ef195	TCGA-D8-A1XD-01Z-00-DX1.E500D561-1F49-4F08-99AE-E8345F21B406.svs	a403d4927663316fcbbf234451994289	1614944093	released
8f7a8e9b-a4a8-4afd-92c7-1e79dc3c2ed9	TCGA-E9-A1NF-11A-07-TSG.9952af48-3e7b-4c5b-a1d9-b00a52c53910.svs	284f7eeb6a2173ca60aa272cbbd5d34a	66560557	released
e2bf3d1f-c5cd-4551-bf2d-0a4fe79ae2da	TCGA-BH-A18T-01Z-00-DX1.90123A74-F631-4538-AB2E-4076486ADF88.svs	e41c4cb796e1d4627d1aac47b6deac4e	2416673463	released
b8f78d45-68e0-4ecf-b8d8-6c5b31982b7a	TCGA-AR-A2LN-01A-02-TSB.4430D89C-595E-49C3-A552-96C1E19F30E1.svs	ae054f94e673e00dcd77798ed64be3ce	136205369	released
61f9dafd-1b5d-4001-b9db-d45debb12189	TCGA-BH-A0H9-11A-02-TSB.5ddcbe27-2ec5-47a1-ab7b-18d3d390311b.svs	30011814bd94a3c4cb8b87097310b708	120559985	released
92b9ca3f-9328-4bd7-97bc-6e68429a1c4e	TCGA-AO-A1KS-01A-01-TSA.45cfd1b6-e36a-4262-889a-e8540d9244f0.svs	99e0741fbb0079bb77c32a70ab4c427e	265717395	released
